AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,TARGET,GROUP,YEAR
18.0,1.0,16.0,5.0,2360.0,17.0,17.0,25.0,1.0,1.0,6316.555094043574,1,2018
20.0,2.0,19.0,5.0,4622.0,17.0,17.0,9.0,1.0,1.0,2828.308251064287,1,2018
22.0,1.0,18.0,5.0,9130.0,17.0,16.0,40.0,1.0,2.0,2828.308251064287,2,2018
39.0,1.0,19.0,3.0,4760.0,12.0,16.0,30.0,1.0,1.0,7919.263102980004,1,2018
19.0,1.0,19.0,5.0,4720.0,17.0,17.0,15.0,2.0,1.0,3488.2468429792875,1,2018
26.0,1.0,16.0,5.0,4110.0,303.0,17.0,25.0,1.0,1.0,21683.696591492866,1,2018
21.0,2.0,19.0,5.0,4435.0,17.0,17.0,5.0,2.0,1.0,754.2155336171433,1,2018
24.0,1.0,15.0,5.0,4760.0,17.0,17.0,12.0,2.0,2.0,1084.1848295746433,2,2018
48.0,1.0,18.0,5.0,9610.0,29.0,16.0,40.0,1.0,2.0,28283.08251064287,2,2018
27.0,1.0,21.0,5.0,3520.0,301.0,17.0,40.0,2.0,1.0,14141.541255321436,1,2018
21.0,1.0,19.0,1.0,5860.0,17.0,17.0,30.0,2.0,9.0,8673.478636597147,9,2018
21.0,1.0,19.0,5.0,4720.0,19.0,17.0,30.0,1.0,1.0,4713.847085107145,1,2018
19.0,1.0,18.0,5.0,4720.0,17.0,17.0,15.0,1.0,1.0,1414.1541255321436,1,2018
20.0,1.0,16.0,5.0,7810.0,18.0,17.0,50.0,1.0,1.0,14141.541255321436,1,2018
27.0,1.0,17.0,5.0,4760.0,17.0,17.0,25.0,2.0,9.0,3771.077668085716,9,2018
27.0,1.0,18.0,5.0,8990.0,29.0,17.0,16.0,2.0,2.0,603.3724268937145,2,2018
19.0,2.0,16.0,5.0,9620.0,17.0,17.0,10.0,2.0,1.0,282.83082510642873,1,2018
19.0,1.0,19.0,5.0,4760.0,128.0,17.0,28.0,2.0,1.0,4713.847085107145,1,2018
18.0,2.0,16.0,5.0,2006.0,22.0,17.0,40.0,1.0,2.0,5279.508735320002,2,2018
26.0,1.0,16.0,5.0,4110.0,303.0,17.0,25.0,1.0,1.0,21683.696591492866,1,2018
19.0,1.0,20.0,5.0,5610.0,17.0,17.0,40.0,2.0,1.0,2828.308251064287,1,2018
20.0,2.0,19.0,5.0,3422.0,19.0,17.0,22.0,2.0,1.0,3299.6929595750016,1,2018
20.0,5.0,19.0,5.0,9825.0,53.0,17.0,80.0,1.0,9.0,20740.92717447144,9,2018
25.0,1.0,16.0,5.0,6260.0,42.0,16.0,40.0,1.0,2.0,18855.38834042858,2,2018
18.0,1.0,19.0,5.0,3960.0,12.0,17.0,15.0,2.0,1.0,1414.1541255321436,1,2018
43.0,1.0,12.0,3.0,6230.0,17.0,16.0,35.0,1.0,1.0,14141.541255321436,1,2018
19.0,1.0,18.0,5.0,3960.0,17.0,17.0,25.0,2.0,1.0,31394.221586813586,1,2018
35.0,2.0,21.0,1.0,2205.0,138.0,17.0,19.0,2.0,1.0,26397.543676600013,1,2018
42.0,2.0,21.0,5.0,2040.0,364.0,17.0,40.0,1.0,1.0,34882.468429792876,1,2018
21.0,5.0,16.0,5.0,8760.0,233.0,17.0,40.0,1.0,6.0,20929.481057875724,6,2018
20.0,1.0,19.0,5.0,2350.0,17.0,17.0,10.0,2.0,6.0,942.769417021429,6,2018
20.0,2.0,19.0,5.0,4640.0,17.0,17.0,60.0,1.0,1.0,2828.308251064287,1,2018
69.0,2.0,24.0,5.0,2040.0,17.0,17.0,50.0,1.0,1.0,35825.2378468143,1,2018
17.0,1.0,14.0,5.0,726.0,18.0,16.0,30.0,1.0,2.0,20033.850111705367,2,2018
31.0,1.0,13.0,5.0,6515.0,303.0,16.0,60.0,1.0,1.0,49024.00968511431,1,2018
