AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,TARGET,GROUP,YEAR
20.0,1.0,16.0,5.0,2360.0,17.0,17.0,10.0,2.0,1.0,2000.0,1,2018
18.0,1.0,18.0,5.0,4030.0,17.0,17.0,20.0,1.0,1.0,5000.0,1,2018
20.0,1.0,16.0,5.0,4740.0,17.0,17.0,16.0,2.0,1.0,2000.0,1,2018
18.0,1.0,19.0,5.0,9645.0,17.0,17.0,20.0,2.0,2.0,8300.0,2,2018
18.0,1.0,16.0,5.0,7340.0,17.0,17.0,6.0,1.0,9.0,24300.0,9,2018
18.0,1.0,18.0,5.0,4720.0,17.0,17.0,21.0,2.0,1.0,5600.0,1,2018
20.0,1.0,19.0,5.0,9620.0,17.0,17.0,20.0,2.0,1.0,12100.0,1,2018
52.0,1.0,19.0,5.0,6260.0,17.0,16.0,40.0,1.0,1.0,5000.0,1,2018
33.0,1.0,19.0,5.0,8225.0,17.0,16.0,40.0,1.0,1.0,28000.0,1,2018
29.0,1.0,14.0,5.0,4720.0,26.0,17.0,25.0,2.0,1.0,14100.0,1,2018
29.0,1.0,15.0,5.0,5610.0,17.0,17.0,10.0,2.0,2.0,1200.0,2,2018
18.0,1.0,18.0,5.0,8225.0,17.0,17.0,6.0,1.0,1.0,1000.0,1,2018
20.0,1.0,19.0,5.0,4110.0,55.0,17.0,12.0,2.0,1.0,3000.0,1,2018
27.0,1.0,21.0,5.0,4000.0,303.0,17.0,45.0,1.0,1.0,28000.0,1,2018
28.0,2.0,22.0,5.0,2040.0,303.0,17.0,45.0,1.0,1.0,5500.0,1,2018
21.0,1.0,19.0,5.0,4710.0,17.0,17.0,10.0,2.0,1.0,5000.0,1,2018
22.0,5.0,16.0,1.0,9825.0,12.0,17.0,40.0,1.0,1.0,24000.0,1,2018
18.0,1.0,18.0,5.0,4110.0,17.0,17.0,20.0,2.0,1.0,1600.0,1,2018
19.0,3.0,16.0,5.0,3960.0,17.0,17.0,30.0,2.0,1.0,10200.0,1,2018
19.0,2.0,19.0,5.0,4640.0,51.0,17.0,50.0,1.0,1.0,240.0,1,2018
58.0,1.0,16.0,3.0,8800.0,18.0,16.0,40.0,1.0,1.0,4200.0,1,2018
18.0,1.0,16.0,5.0,4760.0,38.0,17.0,9.0,2.0,1.0,2000.0,1,2018
20.0,1.0,19.0,5.0,6050.0,17.0,17.0,40.0,1.0,1.0,5500.0,1,2018
19.0,1.0,16.0,5.0,4622.0,17.0,17.0,35.0,2.0,1.0,1600.0,1,2018
20.0,1.0,19.0,5.0,230.0,36.0,17.0,12.0,1.0,1.0,2000.0,1,2018
19.0,2.0,19.0,5.0,110.0,34.0,17.0,27.0,1.0,6.0,1300.0,6,2018
19.0,1.0,19.0,5.0,4600.0,17.0,17.0,24.0,2.0,1.0,1500.0,1,2018
22.0,1.0,20.0,5.0,4720.0,17.0,17.0,30.0,2.0,2.0,850.0,2,2018
63.0,2.0,15.0,5.0,8990.0,17.0,17.0,7.0,1.0,1.0,9640.0,1,2018
19.0,1.0,18.0,5.0,5522.0,17.0,17.0,8.0,2.0,1.0,1000.0,1,2018
18.0,4.0,16.0,5.0,9825.0,17.0,17.0,80.0,2.0,2.0,1800.0,2,2018
29.0,1.0,17.0,5.0,7750.0,17.0,16.0,40.0,1.0,1.0,4500.0,1,2018
21.0,1.0,19.0,5.0,2850.0,17.0,17.0,9.0,2.0,1.0,1200.0,1,2018
63.0,4.0,19.0,1.0,3602.0,8.0,16.0,5.0,2.0,1.0,16000.0,1,2018
20.0,1.0,19.0,5.0,4120.0,9.0,17.0,30.0,2.0,1.0,7000.0,1,2018
26.0,1.0,16.0,5.0,4110.0,303.0,17.0,25.0,1.0,1.0,23000.0,1,2018
18.0,1.0,16.0,5.0,9620.0,17.0,16.0,30.0,1.0,2.0,2000.0,2,2018
18.0,1.0,18.0,5.0,4760.0,38.0,17.0,25.0,1.0,1.0,8000.0,1,2018
24.0,1.0,21.0,5.0,2545.0,6.0,17.0,80.0,1.0,1.0,5000.0,1,2018
22.0,2.0,19.0,5.0,4435.0,17.0,17.0,5.0,2.0,1.0,850.0,1,2018
20.0,1.0,19.0,5.0,5260.0,17.0,17.0,3.0,2.0,1.0,5000.0,1,2018
31.0,6.0,19.0,5.0,220.0,17.0,16.0,40.0,1.0,1.0,2500.0,1,2018
18.0,5.0,16.0,5.0,9830.0,6.0,17.0,60.0,1.0,1.0,26800.0,1,2018
20.0,2.0,19.0,5.0,726.0,4.0,17.0,12.0,2.0,1.0,2000.0,1,2018
18.0,1.0,16.0,5.0,4150.0,17.0,17.0,20.0,2.0,1.0,4000.0,1,2018
21.0,1.0,17.0,1.0,310.0,17.0,16.0,58.0,1.0,1.0,14000.0,1,2018
27.0,1.0,21.0,5.0,3520.0,301.0,17.0,40.0,2.0,1.0,15000.0,1,2018
19.0,1.0,18.0,5.0,9620.0,6.0,17.0,12.0,1.0,6.0,1200.0,6,2018
18.0,1.0,18.0,5.0,4760.0,27.0,17.0,20.0,2.0,1.0,4000.0,1,2018
42.0,2.0,19.0,5.0,8990.0,17.0,17.0,25.0,1.0,1.0,19600.0,1,2018
18.0,1.0,16.0,5.0,4760.0,18.0,17.0,25.0,2.0,1.0,3000.0,1,2018
20.0,1.0,19.0,5.0,2350.0,17.0,17.0,5.0,2.0,9.0,3500.0,9,2018
57.0,2.0,19.0,3.0,4600.0,17.0,17.0,15.0,2.0,2.0,12000.0,2,2018
20.0,2.0,19.0,5.0,630.0,17.0,17.0,31.0,2.0,1.0,7400.0,1,2018
21.0,1.0,19.0,5.0,9130.0,27.0,17.0,70.0,1.0,1.0,6000.0,1,2018
49.0,1.0,17.0,3.0,4020.0,47.0,17.0,8.0,1.0,2.0,7900.0,2,2018
39.0,1.0,19.0,3.0,9620.0,48.0,17.0,25.0,1.0,2.0,1200.0,2,2018
30.0,1.0,19.0,5.0,6230.0,17.0,16.0,60.0,1.0,2.0,17000.0,2,2018
17.0,4.0,14.0,5.0,4030.0,17.0,16.0,40.0,1.0,1.0,7000.0,1,2018
25.0,1.0,18.0,5.0,4720.0,17.0,17.0,30.0,2.0,9.0,2500.0,9,2018
19.0,1.0,18.0,5.0,4030.0,17.0,17.0,24.0,2.0,1.0,1500.0,1,2018
24.0,1.0,21.0,5.0,2545.0,6.0,17.0,80.0,1.0,1.0,5000.0,1,2018
53.0,1.0,16.0,5.0,4720.0,17.0,17.0,12.0,2.0,2.0,5000.0,2,2018
23.0,1.0,16.0,5.0,4020.0,17.0,16.0,16.0,1.0,1.0,2700.0,1,2018
23.0,1.0,20.0,1.0,310.0,17.0,17.0,40.0,1.0,2.0,12000.0,2,2018
20.0,1.0,20.0,5.0,9645.0,17.0,17.0,45.0,2.0,1.0,12700.0,1,2018
20.0,1.0,16.0,5.0,7810.0,18.0,17.0,50.0,1.0,1.0,15000.0,1,2018
19.0,1.0,18.0,5.0,5240.0,440.0,17.0,30.0,1.0,2.0,5000.0,2,2018
22.0,2.0,19.0,5.0,4640.0,17.0,17.0,10.0,2.0,1.0,8000.0,1,2018
19.0,5.0,20.0,5.0,4020.0,6.0,17.0,60.0,1.0,1.0,200.0,1,2018
32.0,1.0,14.0,5.0,8800.0,18.0,16.0,65.0,1.0,1.0,30000.0,1,2018
29.0,2.0,19.0,5.0,2545.0,17.0,17.0,12.0,2.0,2.0,20000.0,2,2018
19.0,1.0,19.0,5.0,2640.0,17.0,17.0,12.0,2.0,1.0,2000.0,1,2018
19.0,1.0,16.0,5.0,7315.0,55.0,17.0,40.0,1.0,1.0,18100.0,1,2018
46.0,1.0,21.0,3.0,5240.0,17.0,16.0,40.0,1.0,1.0,28000.0,1,2018
21.0,2.0,19.0,5.0,4435.0,17.0,17.0,10.0,1.0,1.0,1000.0,1,2018
19.0,1.0,18.0,5.0,4030.0,29.0,17.0,20.0,2.0,9.0,2700.0,9,2018
25.0,1.0,16.0,5.0,6260.0,42.0,16.0,40.0,1.0,2.0,20000.0,2,2018
29.0,6.0,19.0,3.0,9365.0,17.0,16.0,30.0,1.0,1.0,12200.0,1,2018
22.0,1.0,19.0,5.0,7840.0,42.0,17.0,20.0,2.0,1.0,8000.0,1,2018
18.0,1.0,16.0,5.0,4220.0,17.0,17.0,20.0,1.0,2.0,6700.0,2,2018
24.0,1.0,21.0,5.0,3430.0,217.0,17.0,35.0,2.0,6.0,11000.0,6,2018
21.0,1.0,19.0,5.0,5400.0,17.0,17.0,12.0,1.0,1.0,4000.0,1,2018
18.0,2.0,19.0,5.0,420.0,6.0,17.0,14.0,2.0,8.0,1300.0,8,2018
36.0,1.0,14.0,5.0,6230.0,17.0,16.0,40.0,1.0,2.0,7200.0,2,2018
53.0,2.0,16.0,5.0,8990.0,17.0,17.0,30.0,1.0,1.0,22600.0,1,2018
20.0,2.0,20.0,5.0,230.0,17.0,17.0,10.0,2.0,1.0,12800.0,1,2018
38.0,1.0,18.0,5.0,4435.0,17.0,17.0,40.0,2.0,6.0,19400.0,6,2018
59.0,1.0,18.0,5.0,4220.0,17.0,17.0,40.0,1.0,1.0,8000.0,1,2018
26.0,1.0,16.0,5.0,4020.0,17.0,16.0,25.0,1.0,2.0,5200.0,2,2018
32.0,1.0,20.0,1.0,4110.0,17.0,16.0,40.0,1.0,1.0,4600.0,1,2018
21.0,1.0,19.0,5.0,9620.0,6.0,17.0,30.0,1.0,1.0,3000.0,1,2018
24.0,1.0,23.0,5.0,1555.0,6.0,17.0,20.0,1.0,1.0,24000.0,1,2018
36.0,1.0,14.0,1.0,9620.0,17.0,17.0,40.0,1.0,2.0,1000.0,2,2018
17.0,4.0,14.0,5.0,4030.0,17.0,16.0,40.0,1.0,1.0,7000.0,1,2018
19.0,1.0,18.0,5.0,4720.0,17.0,17.0,9.0,2.0,6.0,3000.0,6,2018
19.0,1.0,16.0,5.0,9645.0,17.0,17.0,20.0,2.0,1.0,4000.0,1,2018
35.0,1.0,17.0,5.0,5522.0,17.0,17.0,45.0,1.0,1.0,35000.0,1,2018
19.0,1.0,19.0,5.0,4720.0,17.0,17.0,14.0,2.0,1.0,500.0,1,2018
61.0,2.0,22.0,5.0,2040.0,110.0,17.0,40.0,1.0,1.0,35000.0,1,2018
19.0,1.0,19.0,5.0,4720.0,17.0,17.0,15.0,2.0,1.0,3700.0,1,2018
19.0,1.0,19.0,5.0,4760.0,13.0,17.0,40.0,1.0,1.0,6000.0,1,2018
64.0,2.0,13.0,1.0,4220.0,17.0,17.0,30.0,1.0,1.0,12400.0,1,2018
29.0,1.0,12.0,5.0,4230.0,22.0,17.0,45.0,2.0,2.0,18000.0,2,2018
69.0,2.0,24.0,5.0,2040.0,17.0,17.0,50.0,1.0,1.0,38000.0,1,2018
18.0,1.0,16.0,5.0,6050.0,17.0,17.0,40.0,1.0,1.0,4000.0,1,2018
25.0,1.0,16.0,5.0,6260.0,42.0,16.0,40.0,1.0,2.0,20000.0,2,2018
19.0,1.0,19.0,5.0,4720.0,17.0,17.0,20.0,2.0,9.0,1700.0,9,2018
29.0,1.0,17.0,5.0,4220.0,17.0,16.0,4.0,2.0,2.0,200.0,2,2018
22.0,6.0,19.0,5.0,4220.0,163.0,17.0,30.0,2.0,1.0,8000.0,1,2018
19.0,1.0,19.0,5.0,4600.0,17.0,17.0,40.0,2.0,1.0,4000.0,1,2018
67.0,2.0,22.0,5.0,2040.0,17.0,17.0,99.0,1.0,1.0,45000.0,1,2018
20.0,2.0,19.0,5.0,2360.0,17.0,17.0,30.0,1.0,2.0,3000.0,2,2018
35.0,1.0,19.0,5.0,4020.0,17.0,16.0,30.0,1.0,1.0,1200.0,1,2018
34.0,1.0,16.0,3.0,4020.0,18.0,16.0,45.0,2.0,1.0,9000.0,1,2018
21.0,2.0,21.0,5.0,2002.0,17.0,17.0,10.0,1.0,6.0,4000.0,6,2018
18.0,5.0,16.0,5.0,7340.0,21.0,17.0,11.0,1.0,1.0,30000.0,1,2018
18.0,1.0,18.0,5.0,2310.0,17.0,17.0,15.0,1.0,1.0,700.0,1,2018
20.0,2.0,19.0,5.0,5900.0,17.0,17.0,32.0,2.0,1.0,13000.0,1,2018
23.0,1.0,16.0,5.0,4720.0,17.0,16.0,15.0,1.0,2.0,20000.0,2,2018
21.0,1.0,16.0,5.0,4760.0,17.0,17.0,25.0,1.0,1.0,3500.0,1,2018
18.0,2.0,16.0,5.0,4622.0,48.0,17.0,60.0,2.0,9.0,2000.0,9,2018
34.0,2.0,16.0,5.0,520.0,48.0,17.0,29.0,1.0,2.0,26100.0,2,2018
22.0,1.0,19.0,5.0,6050.0,17.0,17.0,33.0,1.0,1.0,2550.0,1,2018
45.0,1.0,16.0,5.0,7330.0,17.0,17.0,45.0,1.0,1.0,14000.0,1,2018
21.0,1.0,19.0,5.0,710.0,17.0,17.0,40.0,1.0,1.0,5000.0,1,2018
19.0,1.0,16.0,5.0,4030.0,17.0,17.0,40.0,1.0,2.0,130.0,2,2018
27.0,1.0,21.0,5.0,3520.0,301.0,17.0,40.0,2.0,1.0,15000.0,1,2018
28.0,1.0,17.0,5.0,6600.0,18.0,16.0,50.0,1.0,1.0,7000.0,1,2018
18.0,1.0,18.0,5.0,4435.0,36.0,17.0,35.0,1.0,2.0,5000.0,2,2018
20.0,3.0,16.0,5.0,3960.0,17.0,17.0,20.0,2.0,1.0,10000.0,1,2018
20.0,1.0,19.0,5.0,5260.0,17.0,17.0,3.0,2.0,1.0,5000.0,1,2018
39.0,1.0,20.0,1.0,6230.0,17.0,16.0,40.0,1.0,1.0,26000.0,1,2018
29.0,1.0,16.0,5.0,8256.0,17.0,16.0,40.0,1.0,2.0,1000.0,2,2018
22.0,1.0,19.0,5.0,4110.0,17.0,16.0,40.0,2.0,1.0,10000.0,1,2018
24.0,1.0,21.0,5.0,8990.0,126.0,17.0,20.0,1.0,1.0,4200.0,1,2018
48.0,1.0,19.0,3.0,1970.0,17.0,16.0,35.0,1.0,1.0,1800.0,1,2018
23.0,1.0,16.0,5.0,4720.0,17.0,16.0,15.0,1.0,2.0,20000.0,2,2018
22.0,1.0,19.0,5.0,9645.0,17.0,17.0,30.0,1.0,2.0,500.0,2,2018
21.0,1.0,19.0,5.0,2850.0,17.0,17.0,9.0,2.0,1.0,1200.0,1,2018
21.0,2.0,19.0,5.0,5420.0,17.0,17.0,13.0,1.0,1.0,5600.0,1,2018
26.0,1.0,16.0,5.0,4110.0,303.0,17.0,25.0,1.0,1.0,23000.0,1,2018
19.0,2.0,18.0,5.0,2360.0,18.0,17.0,50.0,1.0,1.0,1000.0,1,2018
19.0,2.0,18.0,5.0,4622.0,8.0,17.0,40.0,2.0,9.0,5400.0,9,2018
46.0,1.0,17.0,1.0,7330.0,303.0,17.0,40.0,1.0,1.0,55000.0,1,2018
23.0,1.0,16.0,5.0,9620.0,17.0,16.0,20.0,1.0,9.0,5600.0,9,2018
20.0,2.0,19.0,5.0,2002.0,22.0,17.0,10.0,1.0,2.0,2000.0,2,2018
24.0,1.0,19.0,5.0,8140.0,17.0,17.0,40.0,2.0,2.0,15000.0,2,2018
22.0,5.0,16.0,1.0,9825.0,12.0,17.0,40.0,1.0,1.0,24000.0,1,2018
19.0,1.0,19.0,5.0,2640.0,17.0,17.0,12.0,2.0,1.0,2000.0,1,2018
19.0,2.0,16.0,5.0,3960.0,37.0,17.0,60.0,1.0,1.0,2500.0,1,2018
18.0,1.0,16.0,5.0,4760.0,38.0,17.0,9.0,2.0,1.0,2000.0,1,2018
29.0,1.0,16.0,5.0,4720.0,17.0,17.0,25.0,2.0,2.0,3300.0,2,2018
19.0,1.0,18.0,5.0,4110.0,19.0,17.0,25.0,1.0,1.0,5400.0,1,2018
19.0,1.0,19.0,5.0,1970.0,6.0,17.0,40.0,2.0,6.0,4000.0,6,2018
18.0,1.0,18.0,5.0,2320.0,17.0,17.0,30.0,1.0,1.0,7000.0,1,2018
20.0,1.0,19.0,5.0,4720.0,12.0,17.0,20.0,2.0,6.0,500.0,6,2018
47.0,1.0,12.0,5.0,4020.0,303.0,16.0,40.0,1.0,1.0,10000.0,1,2018
63.0,2.0,15.0,5.0,8990.0,17.0,17.0,7.0,1.0,1.0,9640.0,1,2018
20.0,1.0,19.0,5.0,4720.0,17.0,17.0,45.0,1.0,2.0,30000.0,2,2018
19.0,2.0,16.0,5.0,4622.0,17.0,17.0,15.0,2.0,1.0,2800.0,1,2018
18.0,1.0,16.0,5.0,5240.0,17.0,17.0,30.0,1.0,2.0,3500.0,2,2018
19.0,1.0,18.0,5.0,5400.0,17.0,17.0,40.0,2.0,1.0,4000.0,1,2018
57.0,2.0,19.0,3.0,4600.0,17.0,17.0,15.0,2.0,2.0,12000.0,2,2018
64.0,2.0,13.0,5.0,8990.0,17.0,17.0,30.0,2.0,1.0,15400.0,1,2018
25.0,1.0,8.0,5.0,4055.0,17.0,17.0,25.0,2.0,2.0,3500.0,2,2018
18.0,2.0,16.0,1.0,4600.0,17.0,16.0,8.0,1.0,2.0,800.0,2,2018
40.0,1.0,19.0,5.0,4720.0,17.0,16.0,40.0,1.0,1.0,5000.0,1,2018
37.0,1.0,16.0,4.0,8800.0,26.0,17.0,50.0,2.0,1.0,14700.0,1,2018
18.0,1.0,18.0,5.0,5400.0,17.0,17.0,24.0,2.0,2.0,6700.0,2,2018
19.0,1.0,18.0,5.0,4640.0,17.0,17.0,20.0,1.0,6.0,6660.0,6,2018
24.0,5.0,18.0,5.0,9830.0,24.0,17.0,40.0,2.0,1.0,10000.0,1,2018
32.0,1.0,19.0,5.0,9600.0,17.0,16.0,40.0,1.0,2.0,37000.0,2,2018
61.0,2.0,16.0,5.0,7750.0,17.0,17.0,25.0,1.0,1.0,15000.0,1,2018
20.0,1.0,16.0,5.0,230.0,163.0,17.0,20.0,1.0,1.0,6000.0,1,2018
18.0,1.0,18.0,5.0,4110.0,17.0,17.0,8.0,2.0,1.0,1000.0,1,2018
20.0,1.0,16.0,5.0,5110.0,17.0,17.0,20.0,2.0,1.0,1100.0,1,2018
21.0,2.0,19.0,5.0,4435.0,17.0,17.0,10.0,1.0,1.0,1000.0,1,2018
30.0,1.0,18.0,3.0,6050.0,17.0,16.0,72.0,1.0,1.0,20200.0,1,2018
42.0,2.0,20.0,3.0,2752.0,29.0,16.0,16.0,1.0,2.0,6300.0,2,2018
18.0,1.0,18.0,5.0,4030.0,207.0,17.0,30.0,2.0,6.0,2000.0,6,2018
40.0,1.0,19.0,5.0,4720.0,17.0,16.0,40.0,1.0,1.0,5000.0,1,2018
19.0,1.0,19.0,5.0,5420.0,26.0,17.0,8.0,2.0,1.0,200.0,1,2018
27.0,1.0,19.0,5.0,4020.0,17.0,16.0,60.0,1.0,1.0,4600.0,1,2018
38.0,1.0,18.0,5.0,4435.0,17.0,17.0,40.0,2.0,6.0,19400.0,6,2018
21.0,1.0,16.0,5.0,5120.0,17.0,17.0,40.0,2.0,1.0,2000.0,1,2018
21.0,1.0,19.0,5.0,4640.0,17.0,17.0,10.0,1.0,1.0,4000.0,1,2018
54.0,1.0,21.0,5.0,3602.0,17.0,17.0,45.0,1.0,2.0,21000.0,2,2018
20.0,1.0,14.0,5.0,4220.0,17.0,16.0,12.0,1.0,1.0,20000.0,1,2018
37.0,2.0,16.0,5.0,8990.0,17.0,17.0,30.0,1.0,1.0,11500.0,1,2018
20.0,2.0,19.0,5.0,5120.0,17.0,17.0,17.0,2.0,1.0,1200.0,1,2018
28.0,1.0,18.0,5.0,4020.0,17.0,17.0,32.0,1.0,2.0,3000.0,2,2018
18.0,2.0,16.0,5.0,4540.0,17.0,17.0,15.0,2.0,1.0,1500.0,1,2018
19.0,1.0,19.0,5.0,4110.0,17.0,17.0,40.0,2.0,1.0,6500.0,1,2018
61.0,2.0,16.0,5.0,7750.0,17.0,17.0,25.0,1.0,1.0,15000.0,1,2018
20.0,1.0,19.0,5.0,4720.0,17.0,17.0,45.0,1.0,2.0,30000.0,2,2018
18.0,1.0,16.0,5.0,2360.0,17.0,17.0,25.0,1.0,1.0,6700.0,1,2018
20.0,2.0,19.0,5.0,4622.0,17.0,17.0,9.0,1.0,1.0,3000.0,1,2018
22.0,1.0,18.0,5.0,9130.0,17.0,16.0,40.0,1.0,2.0,3000.0,2,2018
39.0,1.0,19.0,3.0,4760.0,12.0,16.0,30.0,1.0,1.0,8400.0,1,2018
19.0,1.0,19.0,5.0,4720.0,17.0,17.0,15.0,2.0,1.0,3700.0,1,2018
26.0,1.0,16.0,5.0,4110.0,303.0,17.0,25.0,1.0,1.0,23000.0,1,2018
21.0,2.0,19.0,5.0,4435.0,17.0,17.0,5.0,2.0,1.0,800.0,1,2018
24.0,1.0,15.0,5.0,4760.0,17.0,17.0,12.0,2.0,2.0,1150.0,2,2018
48.0,1.0,18.0,5.0,9610.0,29.0,16.0,40.0,1.0,2.0,30000.0,2,2018
27.0,1.0,21.0,5.0,3520.0,301.0,17.0,40.0,2.0,1.0,15000.0,1,2018
21.0,1.0,19.0,1.0,5860.0,17.0,17.0,30.0,2.0,9.0,9200.0,9,2018
21.0,1.0,19.0,5.0,4720.0,19.0,17.0,30.0,1.0,1.0,5000.0,1,2018
19.0,1.0,18.0,5.0,4720.0,17.0,17.0,15.0,1.0,1.0,1500.0,1,2018
20.0,1.0,16.0,5.0,7810.0,18.0,17.0,50.0,1.0,1.0,15000.0,1,2018
27.0,1.0,17.0,5.0,4760.0,17.0,17.0,25.0,2.0,9.0,4000.0,9,2018
27.0,1.0,18.0,5.0,8990.0,29.0,17.0,16.0,2.0,2.0,640.0,2,2018
19.0,2.0,16.0,5.0,9620.0,17.0,17.0,10.0,2.0,1.0,300.0,1,2018
19.0,1.0,19.0,5.0,4760.0,128.0,17.0,28.0,2.0,1.0,5000.0,1,2018
18.0,2.0,16.0,5.0,2006.0,22.0,17.0,40.0,1.0,2.0,5600.0,2,2018
26.0,1.0,16.0,5.0,4110.0,303.0,17.0,25.0,1.0,1.0,23000.0,1,2018
19.0,1.0,20.0,5.0,5610.0,17.0,17.0,40.0,2.0,1.0,3000.0,1,2018
20.0,2.0,19.0,5.0,3422.0,19.0,17.0,22.0,2.0,1.0,3500.0,1,2018
20.0,5.0,19.0,5.0,9825.0,53.0,17.0,80.0,1.0,9.0,22000.0,9,2018
25.0,1.0,16.0,5.0,6260.0,42.0,16.0,40.0,1.0,2.0,20000.0,2,2018
18.0,1.0,19.0,5.0,3960.0,12.0,17.0,15.0,2.0,1.0,1500.0,1,2018
43.0,1.0,12.0,3.0,6230.0,17.0,16.0,35.0,1.0,1.0,15000.0,1,2018
19.0,1.0,18.0,5.0,3960.0,17.0,17.0,25.0,2.0,1.0,33300.0,1,2018
35.0,2.0,21.0,1.0,2205.0,138.0,17.0,19.0,2.0,1.0,28000.0,1,2018
42.0,2.0,21.0,5.0,2040.0,364.0,17.0,40.0,1.0,1.0,37000.0,1,2018
21.0,5.0,16.0,5.0,8760.0,233.0,17.0,40.0,1.0,6.0,22200.0,6,2018
20.0,1.0,19.0,5.0,2350.0,17.0,17.0,10.0,2.0,6.0,1000.0,6,2018
20.0,2.0,19.0,5.0,4640.0,17.0,17.0,60.0,1.0,1.0,3000.0,1,2018
69.0,2.0,24.0,5.0,2040.0,17.0,17.0,50.0,1.0,1.0,38000.0,1,2018
17.0,1.0,14.0,5.0,726.0,18.0,16.0,30.0,1.0,2.0,21250.0,2,2018
31.0,1.0,13.0,5.0,6515.0,303.0,16.0,60.0,1.0,1.0,52000.0,1,2018
22.0,1.0,14.0,5.0,4720.0,17.0,16.0,15.0,2.0,1.0,200.0,1,2018
19.0,2.0,19.0,5.0,4940.0,217.0,17.0,12.0,1.0,6.0,3000.0,6,2018
19.0,1.0,19.0,5.0,4055.0,17.0,17.0,20.0,1.0,2.0,8000.0,2,2018
21.0,2.0,19.0,5.0,4020.0,17.0,17.0,10.0,2.0,1.0,2500.0,1,2018
19.0,1.0,19.0,5.0,2002.0,17.0,17.0,15.0,2.0,1.0,2000.0,1,2018
20.0,3.0,16.0,5.0,3960.0,17.0,17.0,20.0,2.0,1.0,10000.0,1,2018
19.0,1.0,19.0,5.0,4720.0,6.0,17.0,15.0,2.0,6.0,240.0,6,2018
52.0,1.0,10.0,5.0,4110.0,312.0,17.0,40.0,1.0,1.0,26000.0,1,2018
24.0,1.0,20.0,5.0,5240.0,303.0,17.0,30.0,1.0,1.0,7800.0,1,2018
29.0,4.0,15.0,5.0,9640.0,17.0,16.0,30.0,1.0,2.0,4000.0,2,2018
22.0,2.0,18.0,5.0,420.0,29.0,17.0,14.0,2.0,1.0,1000.0,1,2018
20.0,2.0,18.0,5.0,3603.0,17.0,17.0,9.0,2.0,2.0,5500.0,2,2018
26.0,1.0,16.0,5.0,4110.0,303.0,17.0,25.0,1.0,1.0,23000.0,1,2018
19.0,1.0,18.0,5.0,5740.0,17.0,17.0,10.0,1.0,1.0,1660.0,1,2018
19.0,1.0,19.0,5.0,1430.0,17.0,17.0,40.0,1.0,1.0,6000.0,1,2018
64.0,2.0,16.0,5.0,4220.0,17.0,17.0,37.0,1.0,1.0,17100.0,1,2018
