AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,TARGET,GROUP,YEAR
19.0,4.0,18.0,5.0,2545.0,17.0,38.0,10.0,1.0,1.0,1500.0,1,2022
21.0,1.0,19.0,5.0,5400.0,17.0,38.0,9.0,2.0,1.0,3600.0,1,2022
39.0,5.0,16.0,5.0,4220.0,17.0,38.0,20.0,1.0,2.0,21700.0,2,2022
19.0,1.0,18.0,5.0,3960.0,55.0,38.0,50.0,1.0,1.0,5000.0,1,2022
24.0,1.0,21.0,5.0,1460.0,15.0,38.0,40.0,1.0,9.0,5500.0,9,2022
21.0,4.0,19.0,5.0,2850.0,17.0,38.0,10.0,2.0,1.0,3600.0,1,2022
33.0,1.0,17.0,5.0,5350.0,17.0,37.0,10.0,1.0,6.0,500.0,6,2022
37.0,1.0,21.0,3.0,4110.0,17.0,37.0,60.0,2.0,9.0,17000.0,9,2022
19.0,2.0,16.0,5.0,8990.0,17.0,38.0,40.0,2.0,8.0,1000.0,8,2022
34.0,1.0,16.0,5.0,9620.0,17.0,38.0,25.0,1.0,8.0,28900.0,8,2022
19.0,4.0,19.0,5.0,5860.0,17.0,38.0,18.0,2.0,1.0,5000.0,1,2022
18.0,5.0,16.0,5.0,9825.0,32.0,38.0,43.0,1.0,9.0,16000.0,9,2022
20.0,1.0,19.0,5.0,9645.0,17.0,38.0,40.0,1.0,1.0,9000.0,1,2022
34.0,1.0,16.0,5.0,4220.0,17.0,38.0,8.0,1.0,1.0,4120.0,1,2022
19.0,1.0,19.0,5.0,4110.0,47.0,38.0,52.0,1.0,1.0,7000.0,1,2022
18.0,1.0,16.0,5.0,4720.0,17.0,38.0,5.0,2.0,8.0,2500.0,8,2022
27.0,1.0,16.0,5.0,9130.0,17.0,37.0,60.0,1.0,1.0,6500.0,1,2022
22.0,1.0,19.0,5.0,1530.0,17.0,38.0,40.0,1.0,1.0,24400.0,1,2022
21.0,2.0,19.0,5.0,1970.0,247.0,38.0,10.0,2.0,6.0,7000.0,6,2022
19.0,3.0,18.0,5.0,335.0,17.0,38.0,35.0,1.0,1.0,3500.0,1,2022
19.0,1.0,18.0,5.0,10.0,17.0,38.0,50.0,2.0,1.0,5000.0,1,2022
19.0,1.0,19.0,5.0,4055.0,17.0,38.0,23.0,2.0,1.0,1000.0,1,2022
18.0,1.0,18.0,5.0,2360.0,17.0,38.0,40.0,2.0,2.0,7000.0,2,2022
18.0,1.0,16.0,5.0,2722.0,17.0,38.0,3.0,2.0,1.0,1500.0,1,2022
19.0,1.0,18.0,5.0,220.0,48.0,38.0,25.0,1.0,1.0,8500.0,1,2022
19.0,1.0,19.0,5.0,4760.0,17.0,38.0,3.0,1.0,2.0,1300.0,2,2022
18.0,1.0,16.0,5.0,2400.0,106.0,38.0,20.0,2.0,1.0,5000.0,1,2022
19.0,1.0,19.0,5.0,4760.0,17.0,38.0,18.0,2.0,1.0,1400.0,1,2022
19.0,1.0,19.0,5.0,5740.0,17.0,38.0,15.0,2.0,1.0,2000.0,1,2022
43.0,1.0,21.0,3.0,3245.0,17.0,38.0,40.0,2.0,1.0,46100.0,1,2022
20.0,1.0,19.0,5.0,4435.0,17.0,38.0,4.0,2.0,1.0,1000.0,1,2022
54.0,4.0,17.0,1.0,9620.0,17.0,37.0,25.0,1.0,1.0,280.0,1,2022
37.0,1.0,19.0,5.0,4251.0,17.0,37.0,40.0,1.0,9.0,30000.0,9,2022
38.0,4.0,12.0,5.0,4220.0,24.0,37.0,40.0,1.0,1.0,180.0,1,2022
24.0,1.0,16.0,5.0,9620.0,17.0,37.0,40.0,1.0,2.0,28000.0,2,2022
19.0,1.0,19.0,5.0,4760.0,17.0,38.0,15.0,1.0,1.0,900.0,1,2022
18.0,1.0,18.0,5.0,2722.0,24.0,38.0,30.0,2.0,9.0,3500.0,9,2022
22.0,4.0,21.0,5.0,2205.0,163.0,38.0,20.0,1.0,1.0,13700.0,1,2022
20.0,1.0,16.0,5.0,4435.0,17.0,38.0,4.0,2.0,1.0,1000.0,1,2022
21.0,1.0,16.0,5.0,4030.0,17.0,38.0,8.0,2.0,1.0,10420.0,1,2022
22.0,1.0,16.0,5.0,4120.0,18.0,38.0,28.0,1.0,9.0,2200.0,9,2022
34.0,1.0,16.0,5.0,9620.0,17.0,38.0,25.0,1.0,8.0,28900.0,8,2022
19.0,3.0,19.0,5.0,3960.0,11.0,38.0,27.0,2.0,1.0,2300.0,1,2022
19.0,7.0,16.0,5.0,4220.0,29.0,38.0,20.0,1.0,9.0,3500.0,9,2022
20.0,1.0,18.0,5.0,4010.0,17.0,38.0,20.0,2.0,7.0,9000.0,7,2022
21.0,1.0,19.0,5.0,8990.0,210.0,38.0,40.0,1.0,6.0,10000.0,6,2022
20.0,1.0,19.0,5.0,4055.0,17.0,38.0,8.0,2.0,2.0,800.0,2,2022
24.0,4.0,19.0,5.0,4640.0,127.0,38.0,5.0,1.0,1.0,1800.0,1,2022
22.0,1.0,19.0,5.0,230.0,18.0,38.0,20.0,1.0,1.0,10000.0,1,2022
18.0,4.0,18.0,5.0,4655.0,17.0,38.0,11.0,2.0,1.0,1000.0,1,2022
20.0,1.0,19.0,5.0,3401.0,55.0,38.0,60.0,1.0,1.0,12000.0,1,2022
19.0,1.0,19.0,5.0,5240.0,19.0,38.0,25.0,2.0,9.0,16500.0,9,2022
46.0,1.0,20.0,3.0,4110.0,17.0,37.0,30.0,2.0,1.0,7500.0,1,2022
21.0,1.0,19.0,5.0,3603.0,17.0,38.0,40.0,1.0,9.0,2000.0,9,2022
19.0,4.0,18.0,5.0,5940.0,17.0,38.0,14.0,2.0,1.0,600.0,1,2022
33.0,1.0,16.0,5.0,8000.0,17.0,37.0,14.0,1.0,2.0,13100.0,2,2022
22.0,2.0,16.0,5.0,4251.0,17.0,37.0,45.0,1.0,8.0,4500.0,8,2022
19.0,1.0,18.0,5.0,2350.0,6.0,38.0,20.0,2.0,1.0,1600.0,1,2022
48.0,7.0,17.0,5.0,4700.0,17.0,37.0,20.0,1.0,2.0,9600.0,2,2022
22.0,1.0,16.0,5.0,2350.0,247.0,38.0,20.0,2.0,6.0,4500.0,6,2022
19.0,1.0,19.0,5.0,4540.0,327.0,38.0,10.0,2.0,9.0,1800.0,9,2022
20.0,4.0,18.0,5.0,5740.0,17.0,38.0,15.0,2.0,2.0,5000.0,2,2022
33.0,1.0,16.0,4.0,6250.0,39.0,37.0,30.0,1.0,9.0,5500.0,9,2022
30.0,1.0,19.0,3.0,4760.0,17.0,37.0,48.0,2.0,9.0,4000.0,9,2022
41.0,1.0,19.0,5.0,7750.0,17.0,38.0,40.0,1.0,2.0,10000.0,2,2022
20.0,1.0,19.0,5.0,4720.0,215.0,38.0,30.0,1.0,6.0,1000.0,6,2022
19.0,1.0,18.0,5.0,5240.0,48.0,38.0,25.0,2.0,1.0,3600.0,1,2022
18.0,1.0,18.0,5.0,4150.0,17.0,38.0,16.0,2.0,1.0,1000.0,1,2022
19.0,1.0,19.0,5.0,5860.0,17.0,38.0,23.0,1.0,1.0,4700.0,1,2022
18.0,1.0,18.0,5.0,5240.0,29.0,38.0,25.0,2.0,1.0,11000.0,1,2022
72.0,4.0,16.0,5.0,4220.0,29.0,38.0,25.0,1.0,2.0,9200.0,2,2022
18.0,3.0,18.0,5.0,4622.0,17.0,38.0,7.0,2.0,1.0,1600.0,1,2022
24.0,1.0,21.0,5.0,3646.0,48.0,38.0,35.0,2.0,6.0,20000.0,6,2022
18.0,1.0,18.0,5.0,4020.0,17.0,38.0,10.0,1.0,1.0,4500.0,1,2022
19.0,4.0,18.0,5.0,2350.0,17.0,38.0,7.0,1.0,1.0,900.0,1,2022
19.0,1.0,19.0,5.0,4760.0,17.0,38.0,3.0,1.0,2.0,1300.0,2,2022
18.0,1.0,18.0,5.0,5240.0,17.0,38.0,20.0,2.0,9.0,700.0,9,2022
20.0,1.0,11.0,5.0,9645.0,17.0,37.0,5.0,1.0,2.0,760.0,2,2022
22.0,1.0,16.0,5.0,2350.0,247.0,38.0,20.0,2.0,6.0,4500.0,6,2022
20.0,4.0,19.0,5.0,1050.0,39.0,38.0,12.0,1.0,1.0,6000.0,1,2022
21.0,2.0,19.0,5.0,4640.0,468.0,38.0,18.0,2.0,2.0,6100.0,2,2022
18.0,1.0,16.0,5.0,4251.0,17.0,38.0,40.0,1.0,9.0,3100.0,9,2022
18.0,1.0,16.0,5.0,2350.0,17.0,38.0,3.0,2.0,1.0,3000.0,1,2022
19.0,1.0,19.0,5.0,5740.0,17.0,38.0,15.0,2.0,1.0,2000.0,1,2022
19.0,1.0,19.0,5.0,4720.0,332.0,38.0,19.0,2.0,2.0,4500.0,2,2022
18.0,1.0,18.0,5.0,4110.0,17.0,38.0,35.0,2.0,1.0,2500.0,1,2022
18.0,1.0,19.0,5.0,4030.0,17.0,38.0,9.0,1.0,1.0,1200.0,1,2022
22.0,8.0,19.0,5.0,9620.0,17.0,38.0,20.0,1.0,1.0,380.0,1,2022
21.0,1.0,19.0,5.0,2002.0,229.0,38.0,12.0,1.0,6.0,3000.0,6,2022
30.0,2.0,16.0,5.0,7750.0,17.0,38.0,18.0,1.0,1.0,12900.0,1,2022
66.0,2.0,16.0,5.0,5400.0,29.0,38.0,25.0,2.0,1.0,20000.0,1,2022
50.0,1.0,14.0,3.0,9600.0,47.0,37.0,40.0,1.0,2.0,25000.0,2,2022
41.0,5.0,16.0,3.0,9300.0,26.0,38.0,60.0,1.0,1.0,81000.0,1,2022
18.0,7.0,19.0,5.0,4760.0,17.0,38.0,30.0,2.0,1.0,7000.0,1,2022
18.0,5.0,16.0,5.0,9825.0,48.0,38.0,40.0,1.0,2.0,12600.0,2,2022
20.0,1.0,19.0,5.0,5510.0,48.0,38.0,20.0,1.0,9.0,8000.0,9,2022
23.0,5.0,19.0,5.0,9300.0,48.0,38.0,40.0,2.0,9.0,20000.0,9,2022
19.0,1.0,18.0,5.0,4130.0,17.0,38.0,4.0,1.0,1.0,400.0,1,2022
21.0,4.0,19.0,5.0,2002.0,8.0,38.0,12.0,2.0,1.0,1400.0,1,2022
21.0,1.0,16.0,5.0,310.0,17.0,38.0,8.0,2.0,8.0,700.0,8,2022
18.0,1.0,18.0,5.0,4950.0,17.0,38.0,6.0,2.0,1.0,1000.0,1,2022
31.0,2.0,16.0,5.0,4030.0,17.0,38.0,5.0,1.0,1.0,4530.0,1,2022
20.0,1.0,18.0,5.0,3300.0,13.0,38.0,16.0,2.0,1.0,3600.0,1,2022
22.0,1.0,19.0,5.0,4435.0,17.0,38.0,15.0,2.0,1.0,4000.0,1,2022
20.0,1.0,19.0,5.0,4720.0,215.0,38.0,30.0,1.0,6.0,1000.0,6,2022
18.0,1.0,18.0,5.0,4622.0,29.0,38.0,35.0,2.0,1.0,5000.0,1,2022
37.0,1.0,19.0,5.0,4720.0,28.0,38.0,20.0,1.0,2.0,3500.0,2,2022
19.0,2.0,19.0,5.0,3960.0,17.0,38.0,8.0,2.0,1.0,2000.0,1,2022
18.0,1.0,16.0,5.0,2722.0,17.0,38.0,2.0,1.0,1.0,980.0,1,2022
20.0,1.0,19.0,5.0,4240.0,17.0,38.0,40.0,2.0,9.0,12000.0,9,2022
25.0,2.0,16.0,5.0,8990.0,17.0,38.0,10.0,1.0,1.0,10540.0,1,2022
18.0,1.0,18.0,5.0,4055.0,17.0,38.0,21.0,2.0,1.0,9000.0,1,2022
25.0,4.0,19.0,5.0,7810.0,17.0,37.0,7.0,1.0,1.0,6500.0,1,2022
63.0,4.0,13.0,5.0,9610.0,17.0,37.0,40.0,1.0,1.0,25000.0,1,2022
21.0,4.0,19.0,5.0,4640.0,17.0,38.0,10.0,1.0,1.0,5000.0,1,2022
53.0,2.0,24.0,5.0,5740.0,72.0,38.0,20.0,1.0,9.0,13500.0,9,2022
19.0,2.0,16.0,5.0,3500.0,17.0,38.0,40.0,1.0,1.0,7500.0,1,2022
20.0,1.0,16.0,5.0,4720.0,31.0,38.0,25.0,2.0,1.0,3000.0,1,2022
21.0,1.0,19.0,5.0,4000.0,17.0,38.0,30.0,1.0,1.0,10000.0,1,2022
57.0,2.0,16.0,5.0,3930.0,17.0,38.0,40.0,1.0,1.0,35700.0,1,2022
22.0,1.0,16.0,5.0,2350.0,247.0,38.0,20.0,2.0,6.0,4500.0,6,2022
40.0,1.0,12.0,3.0,1460.0,27.0,37.0,40.0,1.0,1.0,80000.0,1,2022
19.0,1.0,16.0,5.0,4720.0,6.0,38.0,20.0,2.0,1.0,8000.0,1,2022
54.0,1.0,14.0,5.0,4220.0,128.0,38.0,8.0,1.0,1.0,160.0,1,2022
18.0,1.0,16.0,5.0,2722.0,110.0,38.0,2.0,1.0,1.0,980.0,1,2022
19.0,5.0,19.0,5.0,3605.0,17.0,38.0,32.0,1.0,1.0,3000.0,1,2022
21.0,1.0,16.0,5.0,3645.0,17.0,38.0,40.0,1.0,1.0,40200.0,1,2022
19.0,2.0,19.0,5.0,2770.0,17.0,38.0,10.0,1.0,1.0,330.0,1,2022
20.0,1.0,19.0,5.0,9600.0,17.0,38.0,15.0,2.0,2.0,14000.0,2,2022
18.0,1.0,16.0,5.0,4720.0,17.0,38.0,18.0,2.0,2.0,13700.0,2,2022
24.0,1.0,19.0,5.0,4252.0,17.0,37.0,40.0,1.0,2.0,45000.0,2,2022
18.0,1.0,16.0,5.0,4110.0,29.0,38.0,15.0,1.0,1.0,15000.0,1,2022
18.0,4.0,18.0,5.0,230.0,17.0,38.0,7.0,2.0,1.0,1100.0,1,2022
18.0,1.0,16.0,5.0,2400.0,106.0,38.0,20.0,2.0,1.0,5000.0,1,2022
18.0,6.0,18.0,5.0,5400.0,4.0,38.0,10.0,2.0,9.0,5700.0,9,2022
19.0,1.0,19.0,5.0,1240.0,17.0,38.0,32.0,1.0,1.0,10200.0,1,2022
19.0,3.0,19.0,5.0,2205.0,17.0,38.0,8.0,1.0,1.0,3700.0,1,2022
20.0,1.0,19.0,5.0,4850.0,17.0,38.0,40.0,1.0,1.0,9000.0,1,2022
18.0,1.0,18.0,5.0,2360.0,17.0,38.0,40.0,2.0,2.0,7000.0,2,2022
21.0,3.0,19.0,5.0,9620.0,17.0,38.0,30.0,1.0,2.0,17300.0,2,2022
19.0,1.0,16.0,5.0,2722.0,17.0,38.0,3.0,2.0,1.0,1500.0,1,2022
20.0,2.0,19.0,5.0,4621.0,17.0,38.0,20.0,1.0,1.0,6000.0,1,2022
54.0,1.0,19.0,5.0,4220.0,128.0,38.0,8.0,1.0,1.0,160.0,1,2022
21.0,1.0,20.0,5.0,4040.0,26.0,38.0,10.0,1.0,9.0,13000.0,9,2022
20.0,2.0,19.0,5.0,1970.0,17.0,38.0,30.0,2.0,2.0,3000.0,2,2022
19.0,1.0,16.0,5.0,4720.0,17.0,38.0,35.0,2.0,1.0,6000.0,1,2022
39.0,5.0,16.0,5.0,4220.0,17.0,38.0,20.0,1.0,2.0,21700.0,2,2022
18.0,5.0,16.0,5.0,9825.0,48.0,38.0,40.0,1.0,2.0,12600.0,2,2022
20.0,1.0,19.0,5.0,4055.0,215.0,38.0,4.0,2.0,6.0,400.0,6,2022
21.0,2.0,18.0,5.0,4800.0,26.0,38.0,57.0,2.0,9.0,10000.0,9,2022
18.0,1.0,18.0,5.0,5920.0,17.0,38.0,14.0,1.0,1.0,500.0,1,2022
19.0,1.0,18.0,5.0,2722.0,17.0,38.0,2.0,1.0,9.0,800.0,9,2022
21.0,1.0,19.0,5.0,4840.0,216.0,38.0,20.0,2.0,1.0,8000.0,1,2022
19.0,1.0,19.0,5.0,2722.0,17.0,38.0,3.0,2.0,1.0,1500.0,1,2022
36.0,1.0,17.0,5.0,9600.0,17.0,37.0,25.0,1.0,2.0,5000.0,2,2022
19.0,4.0,18.0,5.0,2350.0,17.0,38.0,7.0,1.0,1.0,900.0,1,2022
21.0,3.0,19.0,5.0,9620.0,17.0,38.0,30.0,1.0,2.0,17300.0,2,2022
20.0,1.0,16.0,5.0,1555.0,215.0,38.0,20.0,2.0,6.0,10400.0,6,2022
59.0,2.0,16.0,5.0,2016.0,17.0,38.0,40.0,1.0,1.0,4300.0,1,2022
19.0,1.0,19.0,5.0,4622.0,17.0,38.0,40.0,1.0,1.0,3000.0,1,2022
54.0,1.0,17.0,5.0,3430.0,17.0,38.0,17.0,2.0,1.0,2000.0,1,2022
18.0,1.0,18.0,5.0,4965.0,17.0,38.0,28.0,1.0,1.0,4500.0,1,2022
22.0,3.0,19.0,5.0,1050.0,17.0,38.0,8.0,1.0,1.0,2500.0,1,2022
18.0,1.0,18.0,5.0,5400.0,17.0,38.0,30.0,2.0,1.0,3000.0,1,2022
18.0,3.0,18.0,5.0,2400.0,17.0,38.0,35.0,2.0,1.0,6000.0,1,2022
19.0,1.0,16.0,5.0,6530.0,17.0,38.0,10.0,1.0,1.0,5200.0,1,2022
20.0,5.0,19.0,5.0,9825.0,440.0,38.0,40.0,1.0,2.0,12600.0,2,2022
18.0,1.0,16.0,5.0,4000.0,17.0,37.0,15.0,1.0,9.0,750.0,9,2022
19.0,4.0,19.0,5.0,5860.0,17.0,38.0,18.0,2.0,1.0,5000.0,1,2022
18.0,1.0,12.0,5.0,3602.0,17.0,37.0,40.0,2.0,2.0,30000.0,2,2022
18.0,7.0,18.0,5.0,9610.0,36.0,38.0,15.0,1.0,9.0,4900.0,9,2022
21.0,1.0,19.0,5.0,6355.0,17.0,38.0,36.0,1.0,1.0,5000.0,1,2022
19.0,1.0,18.0,5.0,4110.0,27.0,38.0,15.0,2.0,9.0,200.0,9,2022
19.0,1.0,18.0,5.0,4020.0,17.0,38.0,10.0,1.0,1.0,4500.0,1,2022
21.0,4.0,19.0,5.0,2350.0,17.0,38.0,15.0,2.0,1.0,8700.0,1,2022
47.0,4.0,13.0,5.0,4030.0,17.0,37.0,40.0,1.0,1.0,600.0,1,2022
41.0,1.0,22.0,4.0,120.0,17.0,37.0,25.0,2.0,1.0,5800.0,1,2022
21.0,1.0,19.0,5.0,9620.0,17.0,38.0,25.0,1.0,1.0,3500.0,1,2022
19.0,5.0,16.0,5.0,9825.0,36.0,38.0,30.0,1.0,2.0,22800.0,2,2022
18.0,1.0,18.0,5.0,2722.0,11.0,38.0,2.0,1.0,2.0,980.0,2,2022
21.0,1.0,19.0,5.0,8300.0,53.0,38.0,6.0,1.0,1.0,990.0,1,2022
18.0,1.0,18.0,5.0,4150.0,29.0,37.0,55.0,1.0,1.0,14000.0,1,2022
21.0,1.0,19.0,5.0,2350.0,8.0,38.0,20.0,1.0,1.0,12000.0,1,2022
19.0,1.0,16.0,5.0,2350.0,6.0,38.0,3.0,2.0,1.0,3000.0,1,2022
51.0,4.0,18.0,3.0,7340.0,17.0,37.0,30.0,1.0,1.0,90000.0,1,2022
20.0,1.0,19.0,5.0,5400.0,29.0,38.0,19.0,2.0,2.0,2500.0,2,2022
25.0,4.0,19.0,5.0,3603.0,29.0,37.0,40.0,1.0,2.0,50000.0,2,2022
21.0,1.0,19.0,5.0,3648.0,17.0,38.0,40.0,1.0,1.0,15500.0,1,2022
19.0,5.0,16.0,5.0,9825.0,36.0,38.0,30.0,1.0,2.0,22800.0,2,2022
19.0,6.0,19.0,5.0,4900.0,17.0,38.0,3.0,2.0,1.0,2000.0,1,2022
19.0,2.0,19.0,5.0,5860.0,18.0,38.0,4.0,1.0,1.0,1100.0,1,2022
20.0,1.0,19.0,5.0,4220.0,17.0,38.0,20.0,2.0,1.0,12000.0,1,2022
42.0,1.0,16.0,5.0,9141.0,128.0,38.0,20.0,1.0,1.0,390.0,1,2022
18.0,1.0,16.0,5.0,4720.0,17.0,38.0,18.0,2.0,2.0,13700.0,2,2022
18.0,4.0,18.0,5.0,230.0,17.0,38.0,7.0,2.0,1.0,1100.0,1,2022
27.0,5.0,16.0,5.0,1007.0,55.0,38.0,40.0,1.0,1.0,37600.0,1,2022
18.0,2.0,16.0,5.0,2006.0,17.0,38.0,99.0,1.0,1.0,1000.0,1,2022
21.0,1.0,19.0,5.0,6355.0,17.0,38.0,36.0,1.0,1.0,5000.0,1,2022
19.0,1.0,19.0,5.0,4110.0,36.0,38.0,20.0,1.0,6.0,4000.0,6,2022
19.0,1.0,16.0,5.0,4020.0,5.0,38.0,10.0,2.0,6.0,1800.0,6,2022
43.0,1.0,19.0,3.0,9620.0,17.0,37.0,40.0,1.0,1.0,35400.0,1,2022
23.0,2.0,13.0,5.0,4251.0,17.0,37.0,45.0,1.0,8.0,4500.0,8,2022
19.0,6.0,19.0,5.0,4900.0,17.0,38.0,3.0,2.0,1.0,2000.0,1,2022
19.0,1.0,16.0,5.0,4251.0,17.0,38.0,43.0,1.0,1.0,2000.0,1,2022
18.0,1.0,16.0,5.0,5240.0,39.0,38.0,36.0,2.0,1.0,2000.0,1,2022
20.0,1.0,16.0,5.0,845.0,362.0,38.0,55.0,1.0,8.0,17000.0,8,2022
50.0,2.0,22.0,5.0,2040.0,17.0,38.0,40.0,1.0,1.0,40000.0,1,2022
57.0,2.0,19.0,5.0,3930.0,17.0,38.0,40.0,1.0,1.0,35700.0,1,2022
20.0,1.0,19.0,5.0,4000.0,20.0,38.0,35.0,2.0,1.0,3500.0,1,2022
56.0,2.0,14.0,5.0,7340.0,17.0,38.0,40.0,1.0,2.0,5000.0,2,2022
29.0,1.0,16.0,5.0,3930.0,17.0,37.0,40.0,1.0,2.0,47000.0,2,2022
58.0,2.0,19.0,5.0,8740.0,17.0,38.0,25.0,1.0,1.0,3800.0,1,2022
22.0,1.0,16.0,5.0,8990.0,6.0,38.0,25.0,1.0,1.0,7500.0,1,2022
39.0,5.0,16.0,5.0,4220.0,17.0,38.0,20.0,1.0,2.0,21700.0,2,2022
27.0,1.0,23.0,5.0,3050.0,210.0,38.0,8.0,2.0,6.0,8000.0,6,2022
18.0,1.0,16.0,5.0,4700.0,34.0,38.0,20.0,2.0,1.0,7000.0,1,2022
31.0,1.0,16.0,5.0,4020.0,17.0,38.0,10.0,1.0,1.0,24000.0,1,2022
20.0,1.0,19.0,5.0,4040.0,18.0,38.0,10.0,1.0,2.0,13000.0,2,2022
19.0,1.0,16.0,5.0,4640.0,17.0,38.0,20.0,2.0,1.0,2900.0,1,2022
46.0,2.0,22.0,5.0,2040.0,24.0,38.0,40.0,1.0,1.0,55000.0,1,2022
18.0,1.0,16.0,5.0,2633.0,26.0,38.0,15.0,2.0,1.0,3900.0,1,2022
55.0,2.0,22.0,5.0,2040.0,128.0,38.0,40.0,2.0,1.0,19000.0,1,2022
34.0,1.0,16.0,5.0,4220.0,17.0,38.0,8.0,1.0,1.0,7620.0,1,2022
39.0,4.0,19.0,3.0,3603.0,17.0,37.0,40.0,1.0,2.0,50000.0,2,2022
22.0,4.0,19.0,5.0,4640.0,17.0,38.0,10.0,1.0,1.0,5000.0,1,2022
56.0,1.0,19.0,1.0,9620.0,17.0,37.0,9.0,2.0,1.0,2500.0,1,2022
19.0,7.0,18.0,5.0,8990.0,17.0,38.0,30.0,2.0,5.0,800.0,5,2022
18.0,1.0,18.0,5.0,9645.0,17.0,38.0,15.0,1.0,1.0,19500.0,1,2022
22.0,1.0,16.0,5.0,4120.0,18.0,38.0,28.0,1.0,9.0,2200.0,9,2022
30.0,4.0,19.0,5.0,2545.0,134.0,38.0,40.0,1.0,9.0,18000.0,9,2022
40.0,1.0,16.0,5.0,9620.0,17.0,38.0,20.0,1.0,9.0,15000.0,9,2022
39.0,1.0,16.0,5.0,9610.0,17.0,38.0,10.0,2.0,1.0,13500.0,1,2022
19.0,1.0,19.0,5.0,2555.0,17.0,38.0,11.0,1.0,2.0,5000.0,2,2022
21.0,1.0,14.0,5.0,9640.0,17.0,37.0,10.0,1.0,2.0,5000.0,2,2022
21.0,4.0,19.0,5.0,2002.0,17.0,38.0,12.0,2.0,1.0,1500.0,1,2022
21.0,1.0,19.0,5.0,4850.0,17.0,38.0,40.0,1.0,1.0,9000.0,1,2022
80.0,1.0,21.0,1.0,7800.0,17.0,37.0,35.0,1.0,1.0,421300.0,1,2022
21.0,1.0,19.0,5.0,4850.0,17.0,38.0,40.0,1.0,1.0,9000.0,1,2022
19.0,1.0,18.0,5.0,3930.0,17.0,38.0,25.0,2.0,1.0,9500.0,1,2022
19.0,1.0,16.0,5.0,4140.0,17.0,38.0,10.0,1.0,9.0,3500.0,9,2022
49.0,4.0,15.0,5.0,4220.0,17.0,37.0,40.0,1.0,2.0,26000.0,2,2022
20.0,1.0,19.0,5.0,3401.0,55.0,38.0,60.0,1.0,1.0,12000.0,1,2022
22.0,8.0,19.0,5.0,9620.0,17.0,38.0,20.0,1.0,1.0,380.0,1,2022
19.0,1.0,16.0,5.0,5850.0,17.0,38.0,8.0,2.0,1.0,500.0,1,2022
18.0,4.0,16.0,5.0,2350.0,48.0,38.0,20.0,1.0,6.0,3000.0,6,2022
21.0,1.0,16.0,5.0,4110.0,6.0,38.0,20.0,2.0,1.0,7000.0,1,2022
39.0,1.0,16.0,5.0,1010.0,17.0,38.0,10.0,1.0,1.0,9000.0,1,2022
19.0,1.0,19.0,5.0,4030.0,26.0,38.0,50.0,1.0,1.0,4400.0,1,2022
20.0,4.0,19.0,5.0,4640.0,17.0,38.0,5.0,1.0,1.0,1800.0,1,2022
